Date,Value (USD per troy ounce)
8/12/2019,17.07208198
8/13/2019,16.97697113
8/14/2019,17.23126052
8/15/2019,17.27496634
8/16/2019,17.09724079
8/17/2019,17.10587424
8/18/2019,17.09587426
8/19/2019,16.87742909
8/20/2019,17.12721902
8/21/2019,17.12470558
8/22/2019,17.02403061
8/23/2019,17.41428891
8/24/2019,17.42645882
8/25/2019,17.68903073
8/26/2019,17.6552345
8/27/2019,18.18079132
8/28/2019,18.33936178
8/29/2019,18.27012251
8/30/2019,18.36070454
8/31/2019,18.3660615
9/1/2019,18.46849967
9/2/2019,18.41481673
9/3/2019,19.31956865
9/4/2019,19.57002051
9/5/2019,18.65963544
9/6/2019,18.16881269
9/7/2019,18.17322225
9/8/2019,18.1791161
9/9/2019,17.96039403
9/10/2019,18.01697828
9/11/2019,18.08849639
9/12/2019,18.07481908
9/13/2019,17.44034567
9/14/2019,17.44802865
9/15/2019,17.75873252
9/16/2019,17.83484728
9/17/2019,18.01177309
9/18/2019,17.70060359
9/19/2019,17.79102905
9/20/2019,17.97165195
9/21/2019,17.96748084
9/22/2019,17.99054435
9/23/2019,18.62689656
9/24/2019,18.61791945
9/25/2019,17.9582036
9/26/2019,17.85024658
9/27/2019,17.53422102
9/28/2019,17.52918588
9/29/2019,17.53371624
9/30/2019,17.02379317
10/1/2019,17.29260139
10/2/2019,17.57463603
10/3/2019,17.60091255
10/4/2019,17.54745052
10/5/2019,17.54617605
10/6/2019,17.57074289
10/7/2019,17.42203446
10/8/2019,17.75661149
10/9/2019,17.81228504
10/10/2019,17.503093
10/11/2019,17.53910637
10/12/2019,17.53865959
10/13/2019,17.48831584
10/14/2019,17.64841424
10/15/2019,17.40879854
10/16/2019,17.39755508
10/17/2019,17.54431872
10/18/2019,17.54532718
10/19/2019,17.5448908
10/20/2019,17.57406237
10/21/2019,17.56500878
10/22/2019,17.5409557
10/23/2019,17.55653444
10/24/2019,17.79300119
10/25/2019,18.03415174
10/26/2019,18.04123595
10/27/2019,18.02868255
10/28/2019,17.8334911
10/29/2019,17.7917817
10/30/2019,17.85328406
10/31/2019,18.1020306
11/1/2019,18.10469188
11/2/2019,18.1145539
11/3/2019,18.12473351
11/4/2019,18.03047442
11/5/2019,17.59134211
11/6/2019,17.61868899
11/7/2019,17.11614444
11/8/2019,16.80222716
11/9/2019,16.80549264
11/10/2019,16.83609106
11/11/2019,16.84463153
11/12/2019,16.80397906
11/13/2019,16.96037494
11/14/2019,17.00282907
11/15/2019,16.92929229
11/16/2019,16.95949927
11/17/2019,16.99554173
11/18/2019,17.04162223
11/19/2019,17.16760916
11/20/2019,17.18734303
11/21/2019,17.11355491
11/22/2019,16.99733048
11/23/2019,17.00831698
11/24/2019,16.92226192
11/25/2019,16.86258013
11/26/2019,17.08187417
11/27/2019,16.9893046
11/28/2019,16.94263449
11/29/2019,17.01879806
11/30/2019,17.01270364
12/1/2019,16.97871421
12/2/2019,16.92210743
12/3/2019,17.16635273
12/4/2019,16.87537444
12/5/2019,16.96463448
12/6/2019,16.56639559
12/7/2019,16.57646171
12/8/2019,16.59137638
12/9/2019,16.60658264
12/10/2019,16.66165234
12/11/2019,16.87178476
