Date,Value (USD per troy ounce)
2020-09-19,932.8358209
2020-09-20,934.4921035
2020-09-21,885.4794379
2020-09-22,871.9474471
2020-09-23,837.370069
2020-09-24,850.0333662
2020-09-25,849.7376806
2020-09-26,852.4931161
2020-09-27,855.4905383
2020-09-28,883.0308903
2020-09-29,887.0269149
2020-09-30,891.8811111
2020-10-01,897.2260819
2020-10-02,882.0610122
2020-10-03,882.1220328
2020-10-04,885.4964536
2020-10-05,899.4512202
2020-10-06,853.8218274
2020-10-07,865.8059244
2020-10-08,865.2730543
2020-10-09,888.4789362
2020-10-10,890.9717829
2020-10-11,886.4933868
2020-10-12,876.1567154
2020-10-13,867.7394317
2020-10-14,858.2700164
2020-10-15,866.4616234
2020-10-16,862.3644913
2020-10-17,864.6106226
2020-10-18,867.987744
2020-10-19,857.8635722
2020-10-20,873.4149097
2020-10-21,887.3705325
2020-10-22,885.1049341
2020-10-23,903.5495463
2020-10-24,905.608433
2020-10-25,902.9263844
2020-10-26,872.8292508
2020-10-27,879.1132397
2020-10-28,871.2287277
2020-10-29,850.7535167
2020-10-30,848.372035
2020-10-31,847.7449983
2020-11-01,841.9918158
2020-11-02,860.3984425
2020-11-03,872.5116257
2020-11-04,870.6810978
2020-11-05,893.3577499
2020-11-06,891.9853098
2020-11-07,894.9907368
2020-11-08,904.4944328
2020-11-09,870.1843945
2020-11-10,884.2650668
2020-11-11,866.8105566
2020-11-12,881.0329042
2020-11-13,891.8788861
2020-11-14,894.9907368
2020-11-15,896.9816567
2020-11-16,926.4148531
2020-11-17,928.6430087
2020-11-18,942.8739225
2020-11-19,950.4183237
2020-11-20,946.9266434
2020-11-21,948.0290476
2020-11-22,947.9930986
2020-11-23,929.5949017
2020-11-24,961.8027377
2020-11-25,966.229989
2020-11-26,962.927095
2020-11-27,965.8323731
2020-11-28,968.110442
2020-11-29,968.9734695
2020-11-30,967.9482972
2020-12-01,999.9308048
2020-12-02,1014.215398
2020-12-03,1031.064942
2020-12-04,1057.492736
2020-12-05,1060.490371
2020-12-06,1052.487554
2020-12-07,1026.348901
2020-12-08,1025.733021
2020-12-09,1001.600062
2020-12-10,1029.030624
2020-12-11,1012.926028
2020-12-12,1016.993969
2020-12-13,1024.495692
2020-12-14,1008.332196
